LOOKUP 99

LABEL 1410
DATA (0.25, 0.0)
DATA (0.5, 0.14280038674946582)
DATA (0.75, 0.1998532661777655)
DATA (1.0, 0.29951648734616193)
DATA (1.25, -0.026235777944887604)
DATA (1.5, -0.1272347808549932)
DATA (1.75, 0.17697601911737945)
DATA (2.0, -0.07412653237495001)
DATA (2.25, -0.015544873498434333)
DATA (2.5, 0.02521328476875092)
DATA (2.75, 0.1966091170295986)
DATA (3.0, -0.001162913457658721)
DATA (3.25, -0.1102961467818667)
DATA (3.5, -0.09662808913438513)
DATA (3.75, 0.23447673044630632)
DATA (4.0, -0.3286694372906469)
DATA (4.25, 0.02407978795344027)
DATA (4.5, 0.1841261278417276)
DATA (4.75, 0.47633320476507585)
DATA (5.0, 0.3286900171151129)
DATA (5.25, -0.2692116190339461)
DATA (5.5, 0.2942791079865621)
DATA (5.75, 0.12475101341343081)
DATA (6.0, 0.4349086063821053)
DATA (6.25, 0.20014274812737742)
DATA (6.5, 0.28303564727027963)
DATA (6.75, 0.10161404492797463)
DATA (7.0, 0.23402183282279596)
DATA (7.25, 0.2183055281382428)
DATA (7.5, 0.21168399154147968)
DATA (7.75, 0.1545237291694243)
DATA (8.0, 0.30192952075235774)
DATA (8.25, 0.2970718286979989)
DATA (8.5, -0.07329271603114074)
DATA (8.75, -0.2184797087979051)
DATA (9.0, 0.2568106258043731)
DATA (9.25, 0.2423698352870412)
DATA (9.5, 0.2718270226801232)
DATA (9.75, 0.2631674482791042)
DATA (10.0, -0.10974340013230423)
DATA (10.25, 0.406087370390052)
DATA (10.5, 0.014489799585190694)
DATA (10.75, 0.07678769204887174)
DATA (11.0, 0.16223853057075108)
DATA (11.25, -0.1026386599820348)
DATA (11.5, 0.2756226730521984)
DATA (11.75, -0.10241270896912436)
DATA (12.0, 0.07618581521462753)
DATA (12.25, 0.15712839398358416)
DATA (12.5, 0.11732291234841614)
DATA (12.75, 0.3701456039100846)
DATA (13.0, 0.32057308164457854)
DATA (13.25, 0.17340288298815076)
DATA (13.5, 0.3842169360408325)
DATA (13.75, -0.10293553796298163)
DATA (14.0, 0.3306626378607903)
DATA (14.25, 0.36573654644291387)
DATA (14.5, 0.2915421534861346)
DATA (14.75, 0.13514871710798956)
DATA (15.0, -0.22661828050837848)
DATA (15.25, 0.12866801046605736)
DATA (15.5, 0.05780425452573177)
DATA (15.75, -0.2145430327441584)
DATA (16.0, 0.21653768647920552)
DATA (16.25, 0.3294400446122972)
DATA (16.5, -0.04198961455116514)
DATA (16.75, 0.33743771440803855)
DATA (17.0, 0.2231855081553385)
DATA (17.25, 0.04947495833446177)
POLY (-3.092473114191417e-06, -0.0010706634790110484, 0.02446189761852816, 0.028083376456713598)

LABEL 1430
DATA (0.25, 0.0)
DATA (0.5, 0.30254050354532436)
DATA (0.75, 0.7794429844484517)
DATA (1.0, 0.6574217012324081)
DATA (1.25, -0.053619408692194184)
DATA (1.5, 0.23385864358819594)
DATA (1.75, 0.2833538876116643)
DATA (2.0, 0.5060794116662094)
DATA (2.25, 0.6298356800698672)
DATA (2.5, 0.2527569100133899)
DATA (2.75, 0.5085767867571795)
DATA (3.0, 0.4296197714755394)
DATA (3.25, 0.3789966824215094)
DATA (3.5, 0.19524992028932847)
DATA (3.75, 0.3367931704107866)
DATA (4.0, 0.08919168454332628)
DATA (4.25, 0.6501266289649498)
DATA (4.5, 0.13467136500259055)
DATA (4.75, 0.21077962996324767)
DATA (5.0, 0.3102503897119762)
DATA (5.25, 0.14413553585866495)
DATA (5.5, 0.46283002340133067)
DATA (5.75, 0.31628328309631315)
DATA (6.0, 0.2177747820706049)
DATA (6.25, 0.24591578670494002)
DATA (6.5, 0.4260497493167374)
DATA (6.75, 0.512424626820875)
DATA (7.0, 1.133218930744889)
DATA (7.25, 0.34958428472042535)
DATA (7.5, 0.0612956946200486)
DATA (7.75, 0.6791043788202584)
DATA (8.0, 0.837079032301007)
DATA (8.25, 0.024666311970720656)
DATA (8.5, 0.6286379058154518)
DATA (8.75, 0.08842918946344816)
DATA (9.0, 0.4112609793920357)
DATA (9.25, 0.7424652326391036)
DATA (9.5, 0.1452271851139604)
DATA (9.75, 0.34106944822090524)
DATA (10.0, 0.4914784233811453)
DATA (10.25, 0.21645562101013083)
DATA (10.5, 0.5481011692124407)
DATA (10.75, 0.8832929654429442)
DATA (11.0, 0.6388683411190935)
DATA (11.25, 0.4234530213276151)
DATA (11.5, 0.2906302146738801)
DATA (11.75, 0.49917844124336247)
DATA (12.0, 0.3894712627600862)
DATA (12.25, 0.1650196892512276)
DATA (12.5, 0.5829533020561756)
DATA (12.75, 0.985344178974784)
DATA (13.0, 0.05535414984585693)
DATA (13.25, 0.2371406460327967)
DATA (13.5, 0.12476455280416668)
DATA (13.75, 0.5004922813966467)
DATA (14.0, 0.307030942423169)
DATA (14.25, 0.5854015877489744)
DATA (14.5, 0.12350463425789077)
DATA (14.75, 0.29064329470171796)
DATA (15.0, 0.18435906460763135)
DATA (15.25, -0.1497004027596781)
DATA (15.5, 0.2411832604421521)
DATA (15.75, 0.3147915768088616)
DATA (16.0, -0.09889862975051737)
DATA (16.25, 0.17698979056536004)
DATA (16.5, 0.2815362650745484)
DATA (16.75, 0.22393490840018546)
DATA (17.0, 0.17972467903809805)
DATA (17.25, 0.3797929544677726)
POLY (-0.0002574361495278878, 0.0038395505830189727, -0.0026047612000612615, 0.3312523566590025)

LABEL 1450
DATA (0.25, 0.0)
DATA (0.5, -0.08209645791647413)
DATA (0.75, 0.01917001084903336)
DATA (1.0, 0.060910384745771436)
DATA (1.25, 0.4632019543359544)
DATA (1.5, 0.01778963681701361)
DATA (1.75, 0.03300094209555416)
DATA (2.0, 0.0017314134343709305)
DATA (2.25, 0.4168937222917791)
DATA (2.5, -0.05766329183829702)
DATA (2.75, 0.09688175361133188)
DATA (3.0, 0.28310740619190533)
DATA (3.25, 0.19071555099606513)
DATA (3.5, -0.11894622418419261)
DATA (3.75, 0.14574167211183858)
DATA (4.0, 0.03605524511390631)
DATA (4.25, -0.12123568590800686)
DATA (4.5, -0.015529201327548772)
DATA (4.75, 0.004191354744287754)
DATA (5.0, -0.01715569429053887)
DATA (5.25, -0.12295199040497487)
DATA (5.5, 0.20019168681677763)
DATA (5.75, 0.3659737717917834)
DATA (6.0, 0.23770370888368184)
DATA (6.25, 0.27086213484800287)
DATA (6.5, 0.22918366617242206)
DATA (6.75, 0.17411210506690444)
DATA (7.0, 0.23070340773296405)
DATA (7.25, -0.0400467554397679)
DATA (7.5, 0.2199855539537911)
DATA (7.75, 0.18921305664837415)
DATA (8.0, -0.03597333260695908)
DATA (8.25, -0.051276080892884435)
DATA (8.5, 0.0044697509174289754)
DATA (8.75, 0.39088317868984057)
DATA (9.0, 0.14464162598232594)
DATA (9.25, -0.17570649939783883)
DATA (9.5, 0.2992647147978183)
DATA (9.75, 0.21702774159328142)
DATA (10.0, 0.25897383804532126)
DATA (10.25, 0.036564243070107166)
DATA (10.5, -0.03282096563221451)
DATA (10.75, 0.055675888828689235)
DATA (11.0, 0.1629677534792508)
DATA (11.25, 0.09048612542177306)
DATA (11.5, 0.016087279260582957)
DATA (11.75, -0.1323727817582907)
DATA (12.0, 0.24100662177254661)
DATA (12.25, 0.11170585063287759)
DATA (12.5, 0.0009193369763058606)
DATA (12.75, -0.060498289159804805)
DATA (13.0, -0.16144894575584076)
DATA (13.25, -0.019624427426338582)
DATA (13.5, -0.12131415042903579)
DATA (13.75, -0.2803721458167565)
DATA (14.0, -0.2179448375927609)
DATA (14.25, 0.058010540684521515)
DATA (14.5, 0.12811891163748282)
DATA (14.75, 0.06878390502498402)
DATA (15.0, 0.059753577983811076)
DATA (15.25, 0.1870395996124388)
DATA (15.5, 0.1368448587533491)
DATA (15.75, -0.13629070207505695)
DATA (16.0, 0.09336993887216086)
DATA (16.25, 0.20902077694576143)
DATA (16.5, 0.09829559981510534)
DATA (16.75, -0.09654028135024006)
DATA (17.0, -0.054899258643099406)
DATA (17.25, 0.04136835335252845)
POLY (0.00024323917635709578, -0.007283554970575664, 0.05488087135691133, 0.006994600740394561)

LABEL 1470
DATA (0.25, 0.0)
DATA (0.5, 0.017631530611152985)
DATA (0.75, 0.07878162107937281)
DATA (1.0, -0.02677834148639132)
DATA (1.25, 0.17700932731135163)
DATA (1.5, 0.13614679599635665)
DATA (1.75, 0.14044671328905478)
DATA (2.0, 0.008975900151739899)
DATA (2.25, 0.3474777072474543)
DATA (2.5, 0.08296240005799516)
DATA (2.75, 0.08569220617512528)
DATA (3.0, 0.3977188309851311)
DATA (3.25, 0.09722698266601196)
DATA (3.5, 0.04422619433458188)
DATA (3.75, 0.12094078879284018)
DATA (4.0, 0.08139065098039794)
DATA (4.25, 0.40235246868300384)
DATA (4.5, 0.15319842521248123)
DATA (4.75, -0.026122128363928694)
DATA (5.0, 0.16257545471908397)
DATA (5.25, 0.07617819655905077)
DATA (5.5, 0.07781478279858062)
DATA (5.75, -0.00796384008765266)
DATA (6.0, -0.08361459489275627)
DATA (6.25, 0.1898278502623006)
DATA (6.5, -0.127960275342455)
DATA (6.75, 0.019809198840192624)
DATA (7.0, 0.0990713406209059)
DATA (7.25, 0.26807022215470294)
DATA (7.5, 0.13489578409931033)
DATA (7.75, 0.2982768502612529)
DATA (8.0, 0.26753021615787503)
DATA (8.25, 0.23607189152722036)
DATA (8.5, 0.3475570835755823)
DATA (8.75, 0.10679714950834003)
DATA (9.0, 0.039942832014389876)
DATA (9.25, -0.03389940538757106)
DATA (9.5, -0.0789466215528041)
DATA (9.75, -0.009158701417654735)
DATA (10.0, 0.21290753345588645)
DATA (10.25, -0.040469186160066464)
DATA (10.5, 0.09823630154746293)
DATA (10.75, 0.12853410295023768)
DATA (11.0, 0.10911767358648228)
DATA (11.25, -0.3210275443491247)
DATA (11.5, -0.09591460114838189)
DATA (11.75, -0.0053736650482197525)
DATA (12.0, 0.16379352452007526)
DATA (12.25, -0.15202832381561876)
DATA (12.5, 0.02383533165244066)
DATA (12.75, 0.24713527825062584)
DATA (13.0, 0.04598282615869808)
DATA (13.25, -0.04151617972975877)
DATA (13.5, 0.11181290966545196)
DATA (13.75, 0.03462885622712097)
DATA (14.0, -0.0011675168261016694)
DATA (14.25, 0.29329457901633926)
DATA (14.5, 0.07360391841092656)
DATA (14.75, 0.21863317217456618)
DATA (15.0, 0.027727557909374593)
DATA (15.25, 0.20677444858306965)
DATA (15.5, 0.04091653025731256)
DATA (15.75, 0.12579682504627943)
DATA (16.0, 0.07890788735236105)
DATA (16.25, 0.09296106149200882)
DATA (16.5, -0.04157105487733022)
DATA (16.75, -0.00595566994545743)
DATA (17.0, 0.018675671574592802)
DATA (17.25, 0.20998023910328623)
POLY (0.00025922924672927176, -0.006750977795006538, 0.04364375022784288, 0.04927299401966153)

LABEL 1490
DATA (0.25, 0.0)
DATA (0.5, -0.8430058082018594)
DATA (0.75, -0.021574321863596563)
DATA (1.0, 0.11742422829879058)
DATA (1.25, 0.14271268988030456)
DATA (1.5, -0.18520327077229012)
DATA (1.75, 0.223135118859304)
DATA (2.0, -0.46794178045827256)
DATA (2.25, -0.23405393199568741)
DATA (2.5, 0.13588299312090774)
DATA (2.75, -0.19399047152136967)
DATA (3.0, 0.24489668168692763)
DATA (3.25, 0.08660757702721048)
DATA (3.5, -0.19225482497614776)
DATA (3.75, -0.14061555078892982)
DATA (4.0, 0.38429560190010703)
DATA (4.25, -0.1453546124184478)
DATA (4.5, 0.2351766280063721)
DATA (4.75, -0.13069030492839812)
DATA (5.0, -0.31522085678480877)
DATA (5.25, 0.5108198584990215)
DATA (5.5, -0.866481139193367)
DATA (5.75, -0.021639731345220785)
DATA (6.0, -0.17552341995090656)
DATA (6.25, -0.07618991937112667)
DATA (6.5, -0.09301244128436345)
DATA (6.75, -0.3138719399170678)
DATA (7.0, -0.23004681708258576)
DATA (7.25, 0.6102706227676439)
DATA (7.5, 0.5730078403604236)
DATA (7.75, -0.02408001741016315)
DATA (8.0, 0.3269443332872953)
DATA (8.25, -0.06464529263022856)
DATA (8.5, 0.3201221383047733)
DATA (8.75, 0.17753459139384525)
DATA (9.0, -0.21597441360409012)
DATA (9.25, -0.033309622930451824)
DATA (9.5, -0.46588641912742507)
DATA (9.75, 0.28213986246690587)
DATA (10.0, -0.7975560022215814)
DATA (10.25, -0.3434373657135244)
DATA (10.5, -0.657563072660109)
DATA (10.75, 0.16837056020942895)
DATA (11.0, -0.6055912952413144)
DATA (11.25, -0.15870781575163934)
DATA (11.5, -0.5639379366044097)
DATA (11.75, 0.04663854001015585)
DATA (12.0, -0.2945312125545657)
DATA (12.25, -0.133669652377557)
DATA (12.5, -0.08879430495457837)
DATA (12.75, -0.147625214382449)
DATA (13.0, -0.7222312520673709)
DATA (13.25, -0.5479669796266122)
DATA (13.5, -0.6147429479592379)
DATA (13.75, -0.256568989168079)
DATA (14.0, -1.390829358812137)
DATA (14.25, -0.03872428099721764)
DATA (14.5, 0.1420853440567835)
DATA (14.75, -0.23830565627548056)
DATA (15.0, -0.8071929240499345)
DATA (15.25, 0.07760057929776353)
DATA (15.5, -0.1530466014275445)
DATA (15.75, 0.03362941639120396)
DATA (16.0, 0.5372957044519365)
DATA (16.25, -0.29945876861831905)
DATA (16.5, -0.3937346492417319)
DATA (16.75, 0.1427441796567002)
DATA (17.0, -0.6839829906670587)
DATA (17.25, -0.6216713680517268)
POLY (0.0007516044325928066, -0.02121635124076653, 0.146423622713583, -0.2755323850779345)

LABEL 1510
DATA (0.25, 0.0)
DATA (0.5, -0.33726024621016903)
DATA (0.75, -0.40566732762035995)
DATA (1.0, -0.5277312770913668)
DATA (1.25, -0.09425811517613908)
DATA (1.5, -0.06425382053549704)
DATA (1.75, -0.1274860237381593)
DATA (2.0, -0.36358108024683905)
DATA (2.25, -0.2807838503413422)
DATA (2.5, -0.0915226750380023)
DATA (2.75, -0.20404069503545957)
DATA (3.0, -0.01632552672030135)
DATA (3.25, -0.2502652375449448)
DATA (3.5, -0.06570741267051639)
DATA (3.75, 0.04986188864118159)
DATA (4.0, 0.050944182769780987)
DATA (4.25, -0.10646615978123558)
DATA (4.5, -0.2911642310321713)
DATA (4.75, -0.4364569602613931)
DATA (5.0, -0.4732996696325069)
DATA (5.25, -0.016964884843484775)
DATA (5.5, -0.4768886094024034)
DATA (5.75, -0.21933675290380292)
DATA (6.0, -0.032913781773466474)
DATA (6.25, -0.2093326777672798)
DATA (6.5, -0.23181018689750976)
DATA (6.75, -0.4208229485338165)
DATA (7.0, -0.49960656350801097)
DATA (7.25, -0.5294346299702144)
DATA (7.5, -0.35037553301704727)
DATA (7.75, -0.40970655219038493)
DATA (8.0, -0.3518012346148944)
DATA (8.25, -0.24199736401665958)
DATA (8.5, -0.19724228347982897)
DATA (8.75, -0.16239978165145993)
DATA (9.0, -0.12347097319567332)
DATA (9.25, -0.24007435083870537)
DATA (9.5, -0.42879839356082833)
DATA (9.75, -0.5110682080644403)
DATA (10.0, -0.4163111650027405)
DATA (10.25, -0.32433678697395685)
DATA (10.5, -0.21331119447124744)
DATA (10.75, -0.2004271543463869)
DATA (11.0, -0.19100299517570224)
DATA (11.25, 0.024373796199220588)
DATA (11.5, -0.23915368911409202)
DATA (11.75, -0.32425684710654773)
