LOOKUP 100

LABEL 1410
DATA (0.25, 0.0)
DATA (0.5, -0.08198994864720019)
DATA (0.75, 0.13375729828580218)
DATA (1.0, 0.3637227609234317)
DATA (1.25, 0.5907728813849868)
DATA (1.5, 0.11526095901460753)
DATA (1.75, -0.008926122062765229)
DATA (2.0, 0.47659101868364145)
DATA (2.25, 0.20127178918657498)
DATA (2.5, 0.2865747102846982)
DATA (2.75, 0.7243642323764826)
DATA (3.0, 0.4888822898922804)
DATA (3.25, 0.22095058991635413)
DATA (3.5, -0.026925738281905157)
DATA (3.75, 0.2207088859438582)
DATA (4.0, 0.20260611987770982)
DATA (4.25, 0.04211646443297762)
DATA (4.5, -0.005240176171148454)
DATA (4.75, 0.1857461376923707)
DATA (5.0, 0.20204381931360066)
DATA (5.25, 0.35099653602616326)
DATA (5.5, 0.6194047172759652)
DATA (5.75, 0.43017295420804824)
DATA (6.0, 0.5110932634038491)
DATA (6.25, 0.4214153193920709)
DATA (6.5, 0.38328223401702355)
DATA (6.75, -0.11720733671327982)
DATA (7.0, 0.06278163487861638)
DATA (7.25, 0.28991626575048357)
DATA (7.5, 0.3223160888123605)
DATA (7.75, 0.7932288321225215)
DATA (8.0, 0.1784779139027912)
DATA (8.25, 0.5901120199929443)
DATA (8.5, 0.670341732458038)
DATA (8.75, -0.012403441120832998)
DATA (9.0, 0.48940891521970237)
DATA (9.25, 0.31290790842264715)
DATA (9.5, 0.4494771096384822)
DATA (9.75, 0.2833420578098797)
DATA (10.0, 0.35235046428204153)
DATA (10.25, 0.5019661813374275)
DATA (10.5, 0.20473329716391406)
DATA (10.75, 0.38244268474948456)
DATA (11.0, 0.7764197884765112)
DATA (11.25, 0.05580752139826354)
DATA (11.5, 0.36173673628809166)
DATA (11.75, 0.5000052253069485)
DATA (12.0, 0.29840867652235753)
DATA (12.25, 0.6317205484126731)
DATA (12.5, 0.41233949875121484)
DATA (12.75, 0.21037900888922434)
DATA (13.0, 0.3951520523893688)
DATA (13.25, 0.4017988435151364)
DATA (13.5, 0.610650405611237)
DATA (13.75, 0.5539806652679572)
DATA (14.0, 0.29432725168209506)
DATA (14.25, 0.650633726464905)
DATA (14.5, 0.5801114886986821)
DATA (14.75, 0.38909987462813017)
DATA (15.0, 0.4562062277101446)
DATA (15.25, 0.4943864178639054)
DATA (15.5, 0.3469787967648272)
DATA (15.75, -0.23468373455131003)
DATA (16.0, 0.16074707913368638)
DATA (16.25, 0.24751682386372545)
DATA (16.5, 0.09297176899702309)
DATA (16.75, 0.010624345781741902)
DATA (17.0, 0.201180740442372)
DATA (17.25, 0.36348887393822493)
POLY (-0.00035249602866727807, 0.006290981721417838, -0.006501960675335719, 0.2045977552005245)

LABEL 1430
DATA (0.25, 0.0)
DATA (0.5, 0.5002986056686726)
DATA (0.75, 0.12282671909428304)
DATA (1.0, 0.1572832565453583)
DATA (1.25, 0.09672517715215247)
DATA (1.5, 0.7814553700997349)
DATA (1.75, 0.6383877166724841)
DATA (2.0, 0.3556544960936953)
DATA (2.25, -0.02100782061121493)
DATA (2.5, 0.4637110703423641)
DATA (2.75, 0.7867994433148814)
DATA (3.0, 0.11242659411697342)
DATA (3.25, 0.3432187669460254)
DATA (3.5, 0.34937379323845313)
DATA (3.75, 0.2571639240612395)
DATA (4.0, 0.25309466890093535)
DATA (4.25, 0.7494309898311005)
DATA (4.5, 0.41543932637323994)
DATA (4.75, -0.03626343974430544)
DATA (5.0, 0.058236166943666734)
DATA (5.25, 0.24612389914364635)
