LOOKUP 36

LABEL 1410
DATA (0.25, 0.0)
DATA (0.5, 0.18653280370960135)
DATA (0.75, 0.12286456389375701)
DATA (1.0, 0.051491311867360896)
DATA (1.25, 0.12769900230371745)
DATA (1.5, -0.15446514204376863)
DATA (1.75, 0.12342405038249646)
DATA (2.0, -0.024832956194637285)
DATA (2.25, 0.012413824071520394)
DATA (2.5, -0.6749697182887997)
DATA (2.75, -0.012859678502442011)
DATA (3.0, -0.13627560011100945)
DATA (3.25, 0.13356504045792875)
DATA (3.5, 0.2524609151355829)
DATA (3.75, 0.1904452257375538)
DATA (4.0, 0.03714791905129768)
DATA (4.25, 0.3482783470667597)
DATA (4.5, 0.19505248247080811)
DATA (4.75, -0.11026402272319448)
DATA (5.0, -0.265380335037529)
DATA (5.25, -0.13525583625661225)
DATA (5.5, 0.11891559974133074)
DATA (5.75, 0.28690245476685555)
DATA (6.0, 0.007164609172496397)
DATA (6.25, -0.23923686345298928)
DATA (6.5, 0.1508794250825066)
DATA (6.75, 0.08824754290899228)
DATA (7.0, -0.042978694167178595)
DATA (7.25, -0.37403206961974095)
DATA (7.5, -0.13560378047596497)
DATA (7.75, -0.2957420884001381)
DATA (8.0, -0.08485562816322474)
DATA (8.25, 0.20714881420470463)
DATA (8.5, -0.18837001661625194)
DATA (8.75, 0.10519594962111549)
DATA (9.0, 0.17101910267212744)
DATA (9.25, 0.07450241219033575)
DATA (9.5, -0.5195122325542141)
DATA (9.75, 0.06896676271896547)
DATA (10.0, -0.2674193594598746)
DATA (10.25, -0.08212794329413131)
DATA (10.5, 0.06264704675619802)
DATA (10.75, 0.24006348870924213)
DATA (11.0, -0.10463043396628653)
DATA (11.25, 0.10354968799687779)
DATA (11.5, -0.09743733334023001)
DATA (11.75, 0.09284442287962198)
DATA (12.0, 0.11058503702167016)
DATA (12.25, 0.1970940089709395)
DATA (12.5, 0.15874567368187767)
DATA (12.75, 0.03505854264795653)
DATA (13.0, -0.17043432190148394)
DATA (13.25, -0.21590265265611655)
DATA (13.5, -0.23954939313133503)
DATA (13.75, -0.06864107542392488)
DATA (14.0, -0.17894997398405693)
DATA (14.25, -0.02829342904254404)
DATA (14.5, -0.4517194866728463)
DATA (14.75, -0.1458361291341763)
DATA (15.0, -0.07243034690378115)
DATA (15.25, -0.07850894918413097)
DATA (15.5, -0.07758280675537986)
DATA (15.75, -0.16947979585098016)
DATA (16.0, -0.3359433063323299)
DATA (16.25, -0.36340771857453613)
DATA (16.5, -0.4587904538325468)
DATA (16.75, -0.44645748380789524)
DATA (17.0, -0.2842902946087515)
DATA (17.25, -0.5662453374829984)
POLY (-0.0005155298635976896, 0.01111002269854405, -0.07076455299931575, 0.11258716112243539)

LABEL 1430
DATA (0.25, 0.0)
DATA (0.5, -0.4593362754004286)
DATA (0.75, -0.163504863583835)
DATA (1.0, -0.4107962956146891)
DATA (1.25, 0.30678557031316345)
DATA (1.5, -0.27571276055777544)
DATA (1.75, -0.1447382528691697)
DATA (2.0, -0.056495327997594144)
DATA (2.25, 0.1590244064932793)
DATA (2.5, 0.26665475198743044)
DATA (2.75, 0.17218695279511403)
DATA (3.0, 0.28446043660204007)
DATA (3.25, 0.5688280097588272)
DATA (3.5, 0.9340158144590364)
DATA (3.75, 0.8376513799637216)
DATA (4.0, 1.1392396716184414)
DATA (4.25, 1.2118570167108107)
DATA (4.5, 1.4343581898326734)
DATA (4.75, 1.6235117172965805)
DATA (5.0, 1.94357406496223)
DATA (5.25, 1.875091365821388)
DATA (5.5, 2.1068456932359783)
DATA (5.75, 1.9762149765175314)
DATA (6.0, 2.101101296073357)
DATA (6.25, 2.187576605378568)
DATA (6.5, 2.434441886111053)
DATA (6.75, 2.5842841005728086)
DATA (7.0, 3.0069527272732235)
DATA (7.25, 3.0968922724674655)
DATA (7.5, 2.8216582091862303)
DATA (7.75, 3.4325481423996136)
DATA (8.0, 3.552322748466886)
DATA (8.25, 3.638845623225056)
DATA (8.5, 3.582064726480435)
DATA (8.75, 3.6510818611108844)
DATA (9.0, 3.773687432151306)
DATA (9.25, 3.7293294956999405)
DATA (9.5, 3.791995176206739)
DATA (9.75, 4.079451590845141)
DATA (10.0, 3.9016995846117006)
DATA (10.25, 4.009925147490521)
DATA (10.5, 3.894514440718631)
DATA (10.75, 3.7755690397788655)
DATA (11.0, 3.7247863633856153)
DATA (11.25, 3.6083163278793258)
DATA (11.5, 3.5317233326379918)
DATA (11.75, 3.6800087480027446)
DATA (12.0, 3.0831116884137675)
DATA (12.25, 3.1436281301042515)
DATA (12.5, 2.766277065241733)
DATA (12.75, 2.4920163539297193)
DATA (13.0, 2.2302185198846027)
DATA (13.25, 1.7352978911847738)
DATA (13.5, 1.2739677680880355)
DATA (13.75, 0.7202830539055423)
DATA (14.0, 0.2689046393713529)
DATA (14.25, -1.1476866264453176)
DATA (14.5, -1.5172657916785484)
DATA (14.75, -2.1157192261585784)
DATA (15.0, -2.289611709302103)
DATA (15.25, -2.909677068800778)
DATA (15.5, -6.291585573383525)
DATA (15.75, -5.1315180732035675)
DATA (16.0, -6.845535341301977)
DATA (16.25, -5.848355556508763)
DATA (16.5, -4.751885447716064)
DATA (16.75, -4.671704149091373)
DATA (17.0, -3.247279801017063)
DATA (17.25, -3.2343137395615478)
POLY (-0.007028747632640968, 0.0807951248488745, 0.32648160702108364, -0.8260511243843854)

LABEL 1450
DATA (0.25, 0.0)
